"Task_ID","Scenario_ID","Trial_num","Run_num","Year","Month","Num_services","Service_time","Health_benefit"
"WellChild","Basic package no fertility decline",1,1,2027,8,154,734,NA
"RI_yr1","Basic package no fertility decline",1,1,2027,8,61,285,NA
"RI_yr2","Basic package no fertility decline",1,1,2027,8,15,81,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2027,8,158,854,NA
"Parasites_U5","Basic package no fertility decline",1,1,2027,8,39,213,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2027,8,41,225,NA
"Contraception","Basic package no fertility decline",1,1,2027,8,192,901,NA
"HIV_test","Basic package no fertility decline",1,1,2027,8,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2027,8,95,481,NA
"SmokingCessation","Basic package no fertility decline",1,1,2027,8,0,5,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2027,8,4,42,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2027,8,3,27,NA
"ANC","Basic package no fertility decline",1,1,2027,9,63,760,NA
"Newborn","Basic package no fertility decline",1,1,2027,9,33,967,NA
"WellChild","Basic package no fertility decline",1,1,2027,9,179,852,NA
"RI_yr1","Basic package no fertility decline",1,1,2027,9,58,272,NA
"RI_yr2","Basic package no fertility decline",1,1,2027,9,15,79,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2027,9,158,854,NA
"Parasites_U5","Basic package no fertility decline",1,1,2027,9,39,213,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2027,9,67,368,NA
"Contraception","Basic package no fertility decline",1,1,2027,9,192,901,NA
"HIV_test","Basic package no fertility decline",1,1,2027,9,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2027,9,122,621,NA
"SmokingCessation","Basic package no fertility decline",1,1,2027,9,0,5,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2027,9,5,54,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2027,9,3,35,NA
"ANC","Basic package no fertility decline",1,1,2027,10,72,863,NA
"Newborn","Basic package no fertility decline",1,1,2027,10,33,967,NA
"WellChild","Basic package no fertility decline",1,1,2027,10,163,775,NA
"RI_yr1","Basic package no fertility decline",1,1,2027,10,63,287,NA
"RI_yr2","Basic package no fertility decline",1,1,2027,10,15,78,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2027,10,158,854,NA
"Parasites_U5","Basic package no fertility decline",1,1,2027,10,39,213,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2027,10,100,547,NA
"Contraception","Basic package no fertility decline",1,1,2027,10,192,901,NA
"HIV_test","Basic package no fertility decline",1,1,2027,10,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2027,10,166,845,NA
"SmokingCessation","Basic package no fertility decline",1,1,2027,10,0,5,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2027,10,7,74,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2027,10,5,48,NA
"ANC","Basic package no fertility decline",1,1,2027,11,66,803,NA
"Newborn","Basic package no fertility decline",1,1,2027,11,33,967,NA
"WellChild","Basic package no fertility decline",1,1,2027,11,190,901,NA
"RI_yr1","Basic package no fertility decline",1,1,2027,11,61,287,NA
"RI_yr2","Basic package no fertility decline",1,1,2027,11,16,84,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2027,11,158,854,NA
"Parasites_U5","Basic package no fertility decline",1,1,2027,11,39,213,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2027,11,115,628,NA
"Contraception","Basic package no fertility decline",1,1,2027,11,192,901,NA
"HIV_test","Basic package no fertility decline",1,1,2027,11,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2027,11,172,877,NA
"SmokingCessation","Basic package no fertility decline",1,1,2027,11,0,5,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2027,11,7,77,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2027,11,5,50,NA
"ANC","Basic package no fertility decline",1,1,2027,12,75,899,NA
"Newborn","Basic package no fertility decline",1,1,2027,12,33,967,NA
"WellChild","Basic package no fertility decline",1,1,2027,12,181,859,NA
"RI_yr1","Basic package no fertility decline",1,1,2027,12,60,281,NA
"RI_yr2","Basic package no fertility decline",1,1,2027,12,15,76,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2027,12,158,854,NA
"Parasites_U5","Basic package no fertility decline",1,1,2027,12,39,213,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2027,12,115,628,NA
"Contraception","Basic package no fertility decline",1,1,2027,12,192,901,NA
"HIV_test","Basic package no fertility decline",1,1,2027,12,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2027,12,114,578,NA
"SmokingCessation","Basic package no fertility decline",1,1,2027,12,0,5,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2027,12,5,51,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2027,12,3,33,NA
"ANC","Basic package no fertility decline",1,1,2028,1,74,885,NA
"Newborn","Basic package no fertility decline",1,1,2028,1,35,1025,NA
"WellChild","Basic package no fertility decline",1,1,2028,1,184,873,NA
"RI_yr1","Basic package no fertility decline",1,1,2028,1,66,299,NA
"RI_yr2","Basic package no fertility decline",1,1,2028,1,13,67,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2028,1,164,887,NA
"Parasites_U5","Basic package no fertility decline",1,1,2028,1,43,233,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2028,1,120,657,NA
"Contraception","Basic package no fertility decline",1,1,2028,1,193,906,NA
"HIV_test","Basic package no fertility decline",1,1,2028,1,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2028,1,76,388,NA
"SmokingCessation","Basic package no fertility decline",1,1,2028,1,0,4,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2028,1,3,34,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2028,1,2,19,NA
"ANC","Basic package no fertility decline",1,1,2028,2,73,874,NA
"Newborn","Basic package no fertility decline",1,1,2028,2,35,1025,NA
"WellChild","Basic package no fertility decline",1,1,2028,2,184,875,NA
"RI_yr1","Basic package no fertility decline",1,1,2028,2,63,294,NA
"RI_yr2","Basic package no fertility decline",1,1,2028,2,13,69,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2028,2,164,887,NA
"Parasites_U5","Basic package no fertility decline",1,1,2028,2,43,233,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2028,2,87,473,NA
"Contraception","Basic package no fertility decline",1,1,2028,2,193,906,NA
"HIV_test","Basic package no fertility decline",1,1,2028,2,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2028,2,73,372,NA
"SmokingCessation","Basic package no fertility decline",1,1,2028,2,0,4,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2028,2,3,32,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2028,2,2,18,NA
"ANC","Basic package no fertility decline",1,1,2028,3,72,852,NA
"Newborn","Basic package no fertility decline",1,1,2028,3,35,1025,NA
"WellChild","Basic package no fertility decline",1,1,2028,3,180,855,NA
"RI_yr1","Basic package no fertility decline",1,1,2028,3,62,287,NA
"RI_yr2","Basic package no fertility decline",1,1,2028,3,11,57,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2028,3,164,887,NA
"Parasites_U5","Basic package no fertility decline",1,1,2028,3,43,233,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2028,3,33,178,NA
"Contraception","Basic package no fertility decline",1,1,2028,3,193,906,NA
"HIV_test","Basic package no fertility decline",1,1,2028,3,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2028,3,69,352,NA
"SmokingCessation","Basic package no fertility decline",1,1,2028,3,0,4,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2028,3,3,31,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2028,3,2,17,NA
"ANC","Basic package no fertility decline",1,1,2028,4,70,840,NA
"Newborn","Basic package no fertility decline",1,1,2028,4,35,1025,NA
"WellChild","Basic package no fertility decline",1,1,2028,4,177,840,NA
"RI_yr1","Basic package no fertility decline",1,1,2028,4,58,265,NA
"RI_yr2","Basic package no fertility decline",1,1,2028,4,17,86,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2028,4,164,887,NA
"Parasites_U5","Basic package no fertility decline",1,1,2028,4,43,233,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2028,4,14,78,NA
"Contraception","Basic package no fertility decline",1,1,2028,4,193,906,NA
"HIV_test","Basic package no fertility decline",1,1,2028,4,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2028,4,69,352,NA
"SmokingCessation","Basic package no fertility decline",1,1,2028,4,0,4,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2028,4,3,31,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2028,4,2,17,NA
"ANC","Basic package no fertility decline",1,1,2028,5,67,797,NA
"Newborn","Basic package no fertility decline",1,1,2028,5,35,1025,NA
"WellChild","Basic package no fertility decline",1,1,2028,5,171,812,NA
"RI_yr1","Basic package no fertility decline",1,1,2028,5,65,306,NA
"RI_yr2","Basic package no fertility decline",1,1,2028,5,15,81,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2028,5,164,887,NA
"Parasites_U5","Basic package no fertility decline",1,1,2028,5,43,233,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2028,5,18,100,NA
"Contraception","Basic package no fertility decline",1,1,2028,5,193,906,NA
"HIV_test","Basic package no fertility decline",1,1,2028,5,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2028,5,73,372,NA
"SmokingCessation","Basic package no fertility decline",1,1,2028,5,0,4,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2028,5,3,32,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2028,5,2,18,NA
"ANC","Basic package no fertility decline",1,1,2028,6,71,847,NA
"Newborn","Basic package no fertility decline",1,1,2028,6,35,1025,NA
"WellChild","Basic package no fertility decline",1,1,2028,6,160,761,NA
"RI_yr1","Basic package no fertility decline",1,1,2028,6,61,280,NA
"RI_yr2","Basic package no fertility decline",1,1,2028,6,16,82,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2028,6,164,887,NA
"Parasites_U5","Basic package no fertility decline",1,1,2028,6,43,233,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2028,6,22,122,NA
"Contraception","Basic package no fertility decline",1,1,2028,6,193,906,NA
"HIV_test","Basic package no fertility decline",1,1,2028,6,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2028,6,89,453,NA
"SmokingCessation","Basic package no fertility decline",1,1,2028,6,0,4,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2028,6,4,39,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2028,6,2,22,NA
"ANC","Basic package no fertility decline",1,1,2028,7,67,792,NA
"Newborn","Basic package no fertility decline",1,1,2028,7,35,1025,NA
"WellChild","Basic package no fertility decline",1,1,2028,7,180,854,NA
"RI_yr1","Basic package no fertility decline",1,1,2028,7,66,305,NA
"RI_yr2","Basic package no fertility decline",1,1,2028,7,15,78,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2028,7,164,887,NA
"Parasites_U5","Basic package no fertility decline",1,1,2028,7,43,233,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2028,7,25,139,NA
"Contraception","Basic package no fertility decline",1,1,2028,7,193,906,NA
"HIV_test","Basic package no fertility decline",1,1,2028,7,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2028,7,104,530,NA
"SmokingCessation","Basic package no fertility decline",1,1,2028,7,0,4,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2028,7,4,46,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2028,7,2,26,NA
"ANC","Basic package no fertility decline",1,1,2028,8,71,849,NA
"Newborn","Basic package no fertility decline",1,1,2028,8,35,1025,NA
"WellChild","Basic package no fertility decline",1,1,2028,8,160,759,NA
"RI_yr1","Basic package no fertility decline",1,1,2028,8,65,302,NA
"RI_yr2","Basic package no fertility decline",1,1,2028,8,16,81,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2028,8,164,887,NA
"Parasites_U5","Basic package no fertility decline",1,1,2028,8,43,233,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2028,8,40,217,NA
"Contraception","Basic package no fertility decline",1,1,2028,8,193,906,NA
"HIV_test","Basic package no fertility decline",1,1,2028,8,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2028,8,83,422,NA
"SmokingCessation","Basic package no fertility decline",1,1,2028,8,0,4,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2028,8,4,37,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2028,8,2,20,NA
"ANC","Basic package no fertility decline",1,1,2028,9,64,768,NA
"Newborn","Basic package no fertility decline",1,1,2028,9,35,1025,NA
"WellChild","Basic package no fertility decline",1,1,2028,9,187,885,NA
"RI_yr1","Basic package no fertility decline",1,1,2028,9,64,288,NA
"RI_yr2","Basic package no fertility decline",1,1,2028,9,15,80,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2028,9,164,887,NA
"Parasites_U5","Basic package no fertility decline",1,1,2028,9,43,233,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2028,9,66,356,NA
"Contraception","Basic package no fertility decline",1,1,2028,9,193,906,NA
"HIV_test","Basic package no fertility decline",1,1,2028,9,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2028,9,107,545,NA
"SmokingCessation","Basic package no fertility decline",1,1,2028,9,0,4,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2028,9,5,48,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2028,9,3,26,NA
"ANC","Basic package no fertility decline",1,1,2028,10,71,855,NA
"Newborn","Basic package no fertility decline",1,1,2028,10,35,1025,NA
"WellChild","Basic package no fertility decline",1,1,2028,10,170,807,NA
"RI_yr1","Basic package no fertility decline",1,1,2028,10,66,307,NA
"RI_yr2","Basic package no fertility decline",1,1,2028,10,15,79,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2028,10,164,887,NA
"Parasites_U5","Basic package no fertility decline",1,1,2028,10,43,233,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2028,10,97,529,NA
"Contraception","Basic package no fertility decline",1,1,2028,10,193,906,NA
"HIV_test","Basic package no fertility decline",1,1,2028,10,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2028,10,146,741,NA
"SmokingCessation","Basic package no fertility decline",1,1,2028,10,0,4,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2028,10,6,65,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2028,10,3,36,NA
"ANC","Basic package no fertility decline",1,1,2028,11,66,793,NA
"Newborn","Basic package no fertility decline",1,1,2028,11,35,1025,NA
"WellChild","Basic package no fertility decline",1,1,2028,11,199,941,NA
"RI_yr1","Basic package no fertility decline",1,1,2028,11,66,304,NA
"RI_yr2","Basic package no fertility decline",1,1,2028,11,16,85,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2028,11,164,887,NA
"Parasites_U5","Basic package no fertility decline",1,1,2028,11,43,233,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2028,11,111,608,NA
"Contraception","Basic package no fertility decline",1,1,2028,11,193,906,NA
"HIV_test","Basic package no fertility decline",1,1,2028,11,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2028,11,151,769,NA
"SmokingCessation","Basic package no fertility decline",1,1,2028,11,0,4,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2028,11,6,67,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2028,11,4,37,NA
"ANC","Basic package no fertility decline",1,1,2028,12,73,875,NA
"Newborn","Basic package no fertility decline",1,1,2028,12,35,1025,NA
"WellChild","Basic package no fertility decline",1,1,2028,12,189,899,NA
"RI_yr1","Basic package no fertility decline",1,1,2028,12,65,298,NA
"RI_yr2","Basic package no fertility decline",1,1,2028,12,15,77,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2028,12,164,887,NA
"Parasites_U5","Basic package no fertility decline",1,1,2028,12,43,233,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2028,12,111,608,NA
"Contraception","Basic package no fertility decline",1,1,2028,12,193,906,NA
"HIV_test","Basic package no fertility decline",1,1,2028,12,0,1,NA
"Malaria_test","Basic package no fertility decline",1,1,2028,12,100,507,NA
"SmokingCessation","Basic package no fertility decline",1,1,2028,12,0,4,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2028,12,4,44,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2028,12,2,25,NA
"ANC","Basic package no fertility decline",1,1,2029,1,72,860,NA
"Newborn","Basic package no fertility decline",1,1,2029,1,34,996,NA
"WellChild","Basic package no fertility decline",1,1,2029,1,192,912,NA
"RI_yr1","Basic package no fertility decline",1,1,2029,1,68,318,NA
"RI_yr2","Basic package no fertility decline",1,1,2029,1,13,68,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2029,1,163,881,NA
"Parasites_U5","Basic package no fertility decline",1,1,2029,1,38,207,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2029,1,124,678,NA
"Contraception","Basic package no fertility decline",1,1,2029,1,162,760,NA
"HIV_test","Basic package no fertility decline",1,1,2029,1,0,0,NA
"Malaria_test","Basic package no fertility decline",1,1,2029,1,93,474,NA
"SmokingCessation","Basic package no fertility decline",1,1,2029,1,0,4,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2029,1,3,30,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2029,1,2,17,NA
"ANC","Basic package no fertility decline",1,1,2029,2,71,850,NA
"Newborn","Basic package no fertility decline",1,1,2029,2,34,996,NA
"WellChild","Basic package no fertility decline",1,1,2029,2,192,915,NA
"RI_yr1","Basic package no fertility decline",1,1,2029,2,67,313,NA
"RI_yr2","Basic package no fertility decline",1,1,2029,2,13,70,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2029,2,163,881,NA
"Parasites_U5","Basic package no fertility decline",1,1,2029,2,38,207,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2029,2,95,518,NA
"Contraception","Basic package no fertility decline",1,1,2029,2,162,760,NA
"HIV_test","Basic package no fertility decline",1,1,2029,2,0,0,NA
"Malaria_test","Basic package no fertility decline",1,1,2029,2,89,454,NA
"SmokingCessation","Basic package no fertility decline",1,1,2029,2,0,4,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2029,2,3,29,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2029,2,2,16,NA
"ANC","Basic package no fertility decline",1,1,2029,3,69,828,NA
"Newborn","Basic package no fertility decline",1,1,2029,3,34,996,NA
"WellChild","Basic package no fertility decline",1,1,2029,3,188,894,NA
"RI_yr1","Basic package no fertility decline",1,1,2029,3,66,305,NA
"RI_yr2","Basic package no fertility decline",1,1,2029,3,11,58,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2029,3,163,881,NA
"Parasites_U5","Basic package no fertility decline",1,1,2029,3,38,207,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2029,3,36,195,NA
"Contraception","Basic package no fertility decline",1,1,2029,3,162,760,NA
"HIV_test","Basic package no fertility decline",1,1,2029,3,0,0,NA
"Malaria_test","Basic package no fertility decline",1,1,2029,3,84,429,NA
"SmokingCessation","Basic package no fertility decline",1,1,2029,3,0,4,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2029,3,3,28,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2029,3,1,15,NA
"ANC","Basic package no fertility decline",1,1,2029,4,69,817,NA
"Newborn","Basic package no fertility decline",1,1,2029,4,34,996,NA
"WellChild","Basic package no fertility decline",1,1,2029,4,184,878,NA
"RI_yr1","Basic package no fertility decline",1,1,2029,4,60,282,NA
"RI_yr2","Basic package no fertility decline",1,1,2029,4,17,90,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2029,4,163,881,NA
"Parasites_U5","Basic package no fertility decline",1,1,2029,4,38,207,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2029,4,16,86,NA
"Contraception","Basic package no fertility decline",1,1,2029,4,162,760,NA
"HIV_test","Basic package no fertility decline",1,1,2029,4,0,0,NA
"Malaria_test","Basic package no fertility decline",1,1,2029,4,85,430,NA
"SmokingCessation","Basic package no fertility decline",1,1,2029,4,0,4,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2029,4,3,28,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2029,4,1,15,NA
"ANC","Basic package no fertility decline",1,1,2029,5,65,774,NA
"Newborn","Basic package no fertility decline",1,1,2029,5,34,996,NA
"WellChild","Basic package no fertility decline",1,1,2029,5,178,849,NA
"RI_yr1","Basic package no fertility decline",1,1,2029,5,71,325,NA
"RI_yr2","Basic package no fertility decline",1,1,2029,5,16,84,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2029,5,163,881,NA
"Parasites_U5","Basic package no fertility decline",1,1,2029,5,38,207,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2029,5,20,109,NA
"Contraception","Basic package no fertility decline",1,1,2029,5,162,760,NA
"HIV_test","Basic package no fertility decline",1,1,2029,5,0,0,NA
"Malaria_test","Basic package no fertility decline",1,1,2029,5,89,454,NA
"SmokingCessation","Basic package no fertility decline",1,1,2029,5,0,4,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2029,5,3,29,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2029,5,2,16,NA
"ANC","Basic package no fertility decline",1,1,2029,6,71,843,NA
"Newborn","Basic package no fertility decline",1,1,2029,6,34,996,NA
"WellChild","Basic package no fertility decline",1,1,2029,6,167,796,NA
"RI_yr1","Basic package no fertility decline",1,1,2029,6,63,298,NA
"RI_yr2","Basic package no fertility decline",1,1,2029,6,16,85,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2029,6,163,881,NA
"Parasites_U5","Basic package no fertility decline",1,1,2029,6,38,207,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2029,6,24,132,NA
"Contraception","Basic package no fertility decline",1,1,2029,6,162,760,NA
"HIV_test","Basic package no fertility decline",1,1,2029,6,0,0,NA
"Malaria_test","Basic package no fertility decline",1,1,2029,6,109,553,NA
"SmokingCessation","Basic package no fertility decline",1,1,2029,6,0,4,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2029,6,3,35,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2029,6,2,20,NA
"ANC","Basic package no fertility decline",1,1,2029,7,66,789,NA
"Newborn","Basic package no fertility decline",1,1,2029,7,34,996,NA
"WellChild","Basic package no fertility decline",1,1,2029,7,188,892,NA
"RI_yr1","Basic package no fertility decline",1,1,2029,7,69,323,NA
"RI_yr2","Basic package no fertility decline",1,1,2029,7,16,82,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2029,7,163,881,NA
"Parasites_U5","Basic package no fertility decline",1,1,2029,7,38,207,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2029,7,28,152,NA
"Contraception","Basic package no fertility decline",1,1,2029,7,162,760,NA
"HIV_test","Basic package no fertility decline",1,1,2029,7,0,0,NA
"Malaria_test","Basic package no fertility decline",1,1,2029,7,127,647,NA
"SmokingCessation","Basic package no fertility decline",1,1,2029,7,0,4,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2029,7,4,41,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2029,7,2,23,NA
"ANC","Basic package no fertility decline",1,1,2029,8,72,863,NA
"Newborn","Basic package no fertility decline",1,1,2029,8,34,996,NA
"WellChild","Basic package no fertility decline",1,1,2029,8,167,793,NA
"RI_yr1","Basic package no fertility decline",1,1,2029,8,69,320,NA
"RI_yr2","Basic package no fertility decline",1,1,2029,8,16,85,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2029,8,163,881,NA
"Parasites_U5","Basic package no fertility decline",1,1,2029,8,38,207,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2029,8,44,238,NA
"Contraception","Basic package no fertility decline",1,1,2029,8,162,760,NA
"HIV_test","Basic package no fertility decline",1,1,2029,8,0,0,NA
"Malaria_test","Basic package no fertility decline",1,1,2029,8,101,515,NA
"SmokingCessation","Basic package no fertility decline",1,1,2029,8,0,4,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2029,8,3,33,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2029,8,2,18,NA
"ANC","Basic package no fertility decline",1,1,2029,9,65,783,NA
"Newborn","Basic package no fertility decline",1,1,2029,9,34,996,NA
"WellChild","Basic package no fertility decline",1,1,2029,9,195,924,NA
"RI_yr1","Basic package no fertility decline",1,1,2029,9,64,306,NA
"RI_yr2","Basic package no fertility decline",1,1,2029,9,16,83,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2029,9,163,881,NA
"Parasites_U5","Basic package no fertility decline",1,1,2029,9,38,207,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2029,9,72,390,NA
"Contraception","Basic package no fertility decline",1,1,2029,9,162,760,NA
"HIV_test","Basic package no fertility decline",1,1,2029,9,0,0,NA
"Malaria_test","Basic package no fertility decline",1,1,2029,9,131,665,NA
"SmokingCessation","Basic package no fertility decline",1,1,2029,9,0,4,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2029,9,4,43,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2029,9,2,24,NA
"ANC","Basic package no fertility decline",1,1,2029,10,74,888,NA
"Newborn","Basic package no fertility decline",1,1,2029,10,34,996,NA
"WellChild","Basic package no fertility decline",1,1,2029,10,178,843,NA
"RI_yr1","Basic package no fertility decline",1,1,2029,10,70,325,NA
"RI_yr2","Basic package no fertility decline",1,1,2029,10,16,82,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2029,10,163,881,NA
"Parasites_U5","Basic package no fertility decline",1,1,2029,10,38,207,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2029,10,106,580,NA
"Contraception","Basic package no fertility decline",1,1,2029,10,162,760,NA
"HIV_test","Basic package no fertility decline",1,1,2029,10,0,0,NA
"Malaria_test","Basic package no fertility decline",1,1,2029,10,178,905,NA
"SmokingCessation","Basic package no fertility decline",1,1,2029,10,0,4,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2029,10,6,58,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2029,10,3,32,NA
"ANC","Basic package no fertility decline",1,1,2029,11,69,826,NA
"Newborn","Basic package no fertility decline",1,1,2029,11,34,996,NA
"WellChild","Basic package no fertility decline",1,1,2029,11,207,983,NA
"RI_yr1","Basic package no fertility decline",1,1,2029,11,69,323,NA
"RI_yr2","Basic package no fertility decline",1,1,2029,11,17,89,NA
"Diarrhea_U5","Basic package no fertility decline",1,1,2029,11,163,881,NA
"Parasites_U5","Basic package no fertility decline",1,1,2029,11,38,207,NA
"Malnutrition_U5","Basic package no fertility decline",1,1,2029,11,121,665,NA
"Contraception","Basic package no fertility decline",1,1,2029,11,162,760,NA
"HIV_test","Basic package no fertility decline",1,1,2029,11,0,0,NA
"Malaria_test","Basic package no fertility decline",1,1,2029,11,185,939,NA
"SmokingCessation","Basic package no fertility decline",1,1,2029,11,0,4,NA
"MalariaTreat_adults","Basic package no fertility decline",1,1,2029,11,6,60,NA
"MalariaTreat_children","Basic package no fertility decline",1,1,2029,11,3,33,NA
"ANC","Basic package no fertility decline",1,1,2029,12,76,925,NA
"Newborn","Basic package no fertility decline",1,1,2029,12,34,996,NA
"WellChild","Basic package no fertility decline",1,1,2029,12,198,939,NA
"RI_yr1","Basic package no fertility decline",1,1,2029,12,67,317,NA
